PerfID,EmpID,Rating,PerfDate
433,523,4,31-Dec-15
434,524,5,31-Dec-15
435,525,3,31-Dec-15
436,526,1,31-Dec-15
437,527,5,31-Dec-15
438,528,2,31-Dec-15
439,529,4,31-Dec-15
440,530,2,31-Dec-15
441,532,2,31-Dec-15
442,533,2,31-Dec-15
443,534,5,31-Dec-15
444,535,3,31-Dec-15
445,536,2,31-Dec-15
446,537,2,31-Dec-15
447,538,3,31-Dec-15
448,540,1,31-Dec-15
449,541,3,31-Dec-15
450,542,4,31-Dec-15
451,543,2,31-Dec-15
452,544,2,31-Dec-15
453,545,5,31-Dec-15
454,546,3,31-Dec-15
455,547,3,31-Dec-15
456,548,3,31-Dec-15
457,549,3,31-Dec-15
458,550,3,31-Dec-15
459,551,3,31-Dec-15
460,552,3,31-Dec-15
461,553,3,31-Dec-15
462,554,5,31-Dec-15
463,556,5,31-Dec-15
464,557,3,31-Dec-15
465,558,3,31-Dec-15
466,559,3,31-Dec-15
467,560,1,31-Dec-15
468,561,2,31-Dec-15
469,562,3,31-Dec-15
470,563,3,31-Dec-15
471,564,4,31-Dec-15
472,566,2,31-Dec-15
473,567,4,31-Dec-15
474,568,3,31-Dec-15
475,569,3,31-Dec-15
476,570,2,31-Dec-15
477,572,4,31-Dec-15
478,573,4,31-Dec-15
479,574,2,31-Dec-15
480,575,3,31-Dec-15
481,576,2,31-Dec-15
482,577,3,31-Dec-15
483,578,4,31-Dec-15
484,579,4,31-Dec-15
485,580,3,31-Dec-15
486,581,5,31-Dec-15
487,582,3,31-Dec-15
488,583,2,31-Dec-15
489,584,1,31-Dec-15
490,585,2,31-Dec-15
491,586,3,31-Dec-15
492,587,4,31-Dec-15
493,588,3,31-Dec-15
494,590,5,31-Dec-15
495,591,2,31-Dec-15
496,592,4,31-Dec-15
497,593,3,31-Dec-15
498,594,5,31-Dec-15
499,595,5,31-Dec-15
500,596,4,31-Dec-15
501,597,5,31-Dec-15
502,598,5,31-Dec-15
503,601,3,31-Dec-15
504,603,3,31-Dec-15
505,604,1,31-Dec-15
506,605,3,31-Dec-15
507,606,3,31-Dec-15
508,607,2,31-Dec-15
509,609,3,31-Dec-15
510,610,3,31-Dec-15
511,611,4,31-Dec-15
512,612,3,31-Dec-15
513,614,5,31-Dec-15
514,615,3,31-Dec-15
515,616,1,31-Dec-15
516,619,2,31-Dec-15
517,620,3,31-Dec-15
518,621,4,31-Dec-15
519,625,1,31-Dec-15
520,626,3,31-Dec-15
521,628,4,31-Dec-15
522,629,4,31-Dec-15
523,632,1,31-Dec-15
524,633,3,31-Dec-15
525,634,1,31-Dec-15
526,635,5,31-Dec-15
527,636,4,31-Dec-15
528,638,4,31-Dec-15
529,639,3,31-Dec-15
530,640,5,31-Dec-15
531,642,3,31-Dec-15
532,643,3,31-Dec-15
533,645,2,31-Dec-15
534,646,2,31-Dec-15
535,647,4,31-Dec-15
536,648,3,31-Dec-15
537,651,1,31-Dec-15
538,653,3,31-Dec-15
539,654,2,31-Dec-15
540,655,3,31-Dec-15
541,656,5,31-Dec-15
542,657,1,31-Dec-15
543,658,4,31-Dec-15
544,659,1,31-Dec-15
545,660,2,31-Dec-15
546,661,1,31-Dec-15
547,663,5,31-Dec-15
548,664,2,31-Dec-15
549,665,3,31-Dec-15
550,666,3,31-Dec-15
551,667,4,31-Dec-15
552,668,3,31-Dec-15
553,669,3,31-Dec-15
554,671,4,31-Dec-15
555,672,3,31-Dec-15
556,673,3,31-Dec-15
557,676,4,31-Dec-15
558,677,2,31-Dec-15
559,678,3,31-Dec-15
560,679,2,31-Dec-15
561,680,1,31-Dec-15
562,681,3,31-Dec-15
563,683,3,31-Dec-15
564,686,3,31-Dec-15
565,687,3,31-Dec-15
566,689,3,31-Dec-15
567,691,3,31-Dec-15
568,692,3,31-Dec-15
569,693,2,31-Dec-15
570,694,3,31-Dec-15
571,695,4,31-Dec-15
572,696,3,31-Dec-15
573,697,1,31-Dec-15
574,700,3,31-Dec-15
575,701,3,31-Dec-15
576,702,3,31-Dec-15
577,703,3,31-Dec-15
578,704,3,31-Dec-15
579,705,4,31-Dec-15
580,708,3,31-Dec-15
581,709,3,31-Dec-15
582,710,3,31-Dec-15
583,711,3,31-Dec-15
584,712,2,31-Dec-15
585,714,2,31-Dec-15
586,715,3,31-Dec-15
587,716,5,31-Dec-15
588,717,1,31-Dec-15
589,718,3,31-Dec-15
590,719,3,31-Dec-15
591,720,5,31-Dec-15
592,721,2,31-Dec-15
593,722,3,31-Dec-15
594,723,1,31-Dec-15
595,725,3,31-Dec-15
596,726,2,31-Dec-15
597,727,3,31-Dec-15
598,728,4,31-Dec-15
599,729,3,31-Dec-15
600,730,1,31-Dec-15
601,731,2,31-Dec-15
602,732,3,31-Dec-15
603,733,2,31-Dec-15
604,734,5,31-Dec-15
605,735,1,31-Dec-15
606,736,1,31-Dec-15
607,737,5,31-Dec-15
608,738,3,31-Dec-15
609,739,5,31-Dec-15
610,740,4,31-Dec-15
611,741,2,31-Dec-15
612,742,2,31-Dec-15
613,745,3,31-Dec-15
614,746,3,31-Dec-15
615,747,3,31-Dec-15
616,749,3,31-Dec-15
617,750,3,31-Dec-15
618,751,3,31-Dec-15
619,752,3,31-Dec-15
620,753,3,31-Dec-15
621,755,2,31-Dec-15
622,758,1,31-Dec-15
623,759,3,31-Dec-15
624,762,2,31-Dec-15
625,763,3,31-Dec-15
626,764,4,31-Dec-15
627,765,3,31-Dec-15
628,766,3,31-Dec-15
629,767,3,31-Dec-15
630,768,2,31-Dec-15
631,769,5,31-Dec-15
632,770,2,31-Dec-15
633,773,4,31-Dec-15
634,775,5,31-Dec-15
635,776,2,31-Dec-15
636,777,4,31-Dec-15
637,778,4,31-Dec-15
638,780,3,31-Dec-15
639,781,4,31-Dec-15
640,782,2,31-Dec-15
641,783,5,31-Dec-15
642,785,2,31-Dec-15
643,786,3,31-Dec-15
644,787,3,31-Dec-15
645,788,3,31-Dec-15
646,789,5,31-Dec-15
647,790,4,31-Dec-15
648,791,5,31-Dec-15
649,792,4,31-Dec-15
650,793,1,31-Dec-15
651,796,5,31-Dec-15
652,797,2,31-Dec-15
653,798,4,31-Dec-15
654,802,2,31-Dec-15
655,803,2,31-Dec-15
656,805,3,31-Dec-15
657,806,3,31-Dec-15
658,807,3,31-Dec-15
659,808,1,31-Dec-15
660,809,4,31-Dec-15
661,810,1,31-Dec-15
662,811,3,31-Dec-15
663,812,3,31-Dec-15
664,813,3,31-Dec-15
665,814,3,31-Dec-15
666,815,3,31-Dec-15
667,817,4,31-Dec-15
668,818,3,31-Dec-15
669,819,2,31-Dec-15
670,820,3,31-Dec-15
671,821,3,31-Dec-15
672,822,2,31-Dec-15
673,823,3,31-Dec-15
674,824,1,31-Dec-15
675,825,3,31-Dec-15
676,826,3,31-Dec-15
677,827,4,31-Dec-15
678,828,1,31-Dec-15
679,829,5,31-Dec-15
680,831,4,31-Dec-15
681,833,2,31-Dec-15
682,834,4,31-Dec-15
683,835,2,31-Dec-15
684,836,2,31-Dec-15
685,837,3,31-Dec-15
686,838,2,31-Dec-15
687,839,5,31-Dec-15
688,840,2,31-Dec-15
689,841,1,31-Dec-15
690,842,5,31-Dec-15
691,843,2,31-Dec-15
692,844,3,31-Dec-15
693,845,2,31-Dec-15
694,846,5,31-Dec-15
695,849,3,31-Dec-15
696,850,3,31-Dec-15
697,851,3,31-Dec-15
698,852,2,31-Dec-15
699,853,3,31-Dec-15
700,854,4,31-Dec-15
701,855,5,31-Dec-15
702,856,4,31-Dec-15
703,857,3,31-Dec-15
704,858,5,31-Dec-15
705,859,3,31-Dec-15
706,860,5,31-Dec-15
707,861,3,31-Dec-15
708,862,3,31-Dec-15
709,863,2,31-Dec-15
710,865,1,31-Dec-15
711,866,3,31-Dec-15
712,867,5,31-Dec-15
713,868,3,31-Dec-15
714,870,5,31-Dec-15
715,871,2,31-Dec-15
716,872,4,31-Dec-15
717,873,5,31-Dec-15
718,874,2,31-Dec-15
719,875,1,31-Dec-15
720,876,4,31-Dec-15
721,877,2,31-Dec-15
722,878,3,31-Dec-15
723,879,4,31-Dec-15
724,880,1,31-Dec-15
725,881,3,31-Dec-15
726,882,3,31-Dec-15
727,883,3,31-Dec-15
728,884,3,31-Dec-15
729,885,5,31-Dec-15
730,886,3,31-Dec-15
731,887,1,31-Dec-15
732,888,3,31-Dec-15
733,889,3,31-Dec-15
734,891,4,31-Dec-15
735,892,3,31-Dec-15
736,893,4,31-Dec-15
737,895,3,31-Dec-15
738,896,5,31-Dec-15
739,897,4,31-Dec-15
740,898,1,31-Dec-15
741,899,2,31-Dec-15
742,900,4,31-Dec-15
743,901,3,31-Dec-15
744,902,3,31-Dec-15
745,903,2,31-Dec-15
746,904,3,31-Dec-15
747,905,3,31-Dec-15
748,907,5,31-Dec-15
749,908,1,31-Dec-15
750,910,5,31-Dec-15
751,912,3,31-Dec-15
752,913,1,31-Dec-15
753,914,3,31-Dec-15
754,915,1,31-Dec-15
755,916,3,31-Dec-15
756,917,1,31-Dec-15
757,920,1,31-Dec-15
758,921,4,31-Dec-15
759,922,2,31-Dec-15
760,923,3,31-Dec-15
761,924,3,31-Dec-15
762,927,4,31-Dec-15
763,928,2,31-Dec-15
764,929,2,31-Dec-15
765,930,2,31-Dec-15
766,931,3,31-Dec-15
767,932,5,31-Dec-15
768,933,2,31-Dec-15
769,934,3,31-Dec-15
770,935,5,31-Dec-15
771,936,4,31-Dec-15
772,938,2,31-Dec-15
773,939,3,31-Dec-15
774,940,3,31-Dec-15
775,944,3,31-Dec-15
776,945,1,31-Dec-15
777,946,4,31-Dec-15
778,950,4,31-Dec-15
779,952,2,31-Dec-15
780,954,3,31-Dec-15
781,955,3,31-Dec-15
782,956,3,31-Dec-15
783,957,4,31-Dec-15
784,959,3,31-Dec-15
785,961,3,31-Dec-15
786,962,3,31-Dec-15
787,963,2,31-Dec-15
788,964,2,31-Dec-15
789,965,5,31-Dec-15
790,966,4,31-Dec-15
791,968,2,31-Dec-15
792,969,4,31-Dec-15
793,971,1,31-Dec-15
794,972,5,31-Dec-15
795,973,2,31-Dec-15
796,974,1,31-Dec-15
797,975,3,31-Dec-15
798,976,3,31-Dec-15
799,977,3,31-Dec-15
800,978,1,31-Dec-15
801,979,4,31-Dec-15
802,980,5,31-Dec-15
803,981,3,31-Dec-15
804,983,3,31-Dec-15
805,984,3,31-Dec-15
806,985,4,31-Dec-15
807,987,3,31-Dec-15
808,988,3,31-Dec-15
809,989,2,31-Dec-15
810,990,4,31-Dec-15
811,991,5,31-Dec-15
812,992,2,31-Dec-15
813,994,3,31-Dec-15
814,995,3,31-Dec-15
815,996,4,31-Dec-15
816,997,3,31-Dec-15
817,998,4,31-Dec-15
818,1000,2,31-Dec-15
819,1001,3,31-Dec-15
820,1002,3,31-Dec-15
821,1003,2,31-Dec-15
822,1004,3,31-Dec-15
823,1005,3,31-Dec-15
824,1006,5,31-Dec-15
825,1007,2,31-Dec-15
826,1008,3,31-Dec-15
827,1009,2,31-Dec-15
828,1010,1,31-Dec-15
829,1011,3,31-Dec-15
830,1012,5,31-Dec-15
831,1013,3,31-Dec-15
832,1014,2,31-Dec-15
833,1015,5,31-Dec-15
834,1016,3,31-Dec-15
835,1017,2,31-Dec-15
836,1018,3,31-Dec-15
837,1019,2,31-Dec-15
838,1020,5,31-Dec-15
839,1021,4,31-Dec-15
840,1022,2,31-Dec-15
841,1023,3,31-Dec-15
842,1024,3,31-Dec-15
843,1025,4,31-Dec-15
844,1026,3,31-Dec-15
845,1028,3,31-Dec-15
846,1029,1,31-Dec-15
847,1030,3,31-Dec-15
848,1031,3,31-Dec-15
849,1032,5,31-Dec-15
850,1033,3,31-Dec-15
851,1034,1,31-Dec-15
852,1035,2,31-Dec-15
853,1036,3,31-Dec-15
854,1037,3,31-Dec-15
855,1038,4,31-Dec-15
856,1039,2,31-Dec-15
857,1040,2,31-Dec-15
858,1041,3,31-Dec-15
859,1042,2,31-Dec-15
860,1043,3,31-Dec-15
861,1044,3,31-Dec-15
862,1045,3,31-Dec-15
863,1046,4,31-Dec-15
864,1047,2,31-Dec-15
865,1048,3,31-Dec-15
866,1049,2,31-Dec-15
867,1050,2,31-Dec-15
868,1051,5,31-Dec-15
869,1,4,31-Dec-16
870,2,5,31-Dec-16
871,3,3,31-Dec-16
872,4,3,31-Dec-16
873,5,4,31-Dec-16
874,6,5,31-Dec-16
875,7,3,31-Dec-16
876,8,3,31-Dec-16
877,10,2,31-Dec-16
878,11,5,31-Dec-16
879,12,3,31-Dec-16
880,13,4,31-Dec-16
881,14,3,31-Dec-16
882,15,3,31-Dec-16
883,16,4,31-Dec-16
884,17,2,31-Dec-16
885,18,4,31-Dec-16
886,19,3,31-Dec-16
887,20,3,31-Dec-16
888,21,3,31-Dec-16
889,22,5,31-Dec-16
890,23,3,31-Dec-16
891,24,5,31-Dec-16
892,25,4,31-Dec-16
893,26,5,31-Dec-16
894,27,4,31-Dec-16
895,28,5,31-Dec-16
896,29,4,31-Dec-16
897,30,5,31-Dec-16
898,31,1,31-Dec-16
899,32,4,31-Dec-16
900,33,1,31-Dec-16
901,34,2,31-Dec-16
902,35,4,31-Dec-16
903,36,5,31-Dec-16
904,38,4,31-Dec-16
905,39,4,31-Dec-16
906,41,4,31-Dec-16
907,42,2,31-Dec-16
908,43,5,31-Dec-16
909,44,4,31-Dec-16
910,45,3,31-Dec-16
911,46,3,31-Dec-16
912,47,4,31-Dec-16
913,48,3,31-Dec-16
914,49,4,31-Dec-16
915,50,3,31-Dec-16
916,51,3,31-Dec-16
917,52,3,31-Dec-16
918,53,5,31-Dec-16
919,54,3,31-Dec-16
920,55,4,31-Dec-16
921,56,4,31-Dec-16
922,57,2,31-Dec-16
923,58,5,31-Dec-16
924,59,4,31-Dec-16
925,60,3,31-Dec-16
926,61,3,31-Dec-16
927,62,4,31-Dec-16
928,64,5,31-Dec-16
929,65,4,31-Dec-16
930,66,3,31-Dec-16
931,67,5,31-Dec-16
932,68,3,31-Dec-16
933,69,4,31-Dec-16
934,70,4,31-Dec-16
935,71,5,31-Dec-16
936,72,3,31-Dec-16
937,73,2,31-Dec-16
938,74,3,31-Dec-16
939,75,2,31-Dec-16
940,76,4,31-Dec-16
941,77,3,31-Dec-16
942,78,5,31-Dec-16
943,79,1,31-Dec-16
944,80,5,31-Dec-16
945,81,3,31-Dec-16
946,83,3,31-Dec-16
947,84,3,31-Dec-16
948,85,2,31-Dec-16
949,86,2,31-Dec-16
950,87,2,31-Dec-16
951,88,5,31-Dec-16
952,89,3,31-Dec-16
953,90,2,31-Dec-16
954,91,2,31-Dec-16
955,92,3,31-Dec-16
956,93,5,31-Dec-16
957,94,3,31-Dec-16
958,96,5,31-Dec-16
959,97,3,31-Dec-16
960,98,4,31-Dec-16
961,99,4,31-Dec-16
962,100,3,31-Dec-16
963,101,3,31-Dec-16
964,102,4,31-Dec-16
965,103,4,31-Dec-16
966,104,3,31-Dec-16
967,105,2,31-Dec-16
968,106,3,31-Dec-16
969,107,1,31-Dec-16
970,108,3,31-Dec-16
971,109,4,31-Dec-16
972,110,2,31-Dec-16
973,111,5,31-Dec-16
974,112,3,31-Dec-16
975,113,2,31-Dec-16
976,114,3,31-Dec-16
977,115,3,31-Dec-16
978,116,3,31-Dec-16
979,117,1,31-Dec-16
980,118,4,31-Dec-16
981,119,3,31-Dec-16
982,120,3,31-Dec-16
983,121,3,31-Dec-16
984,122,1,31-Dec-16
985,123,4,31-Dec-16
986,124,3,31-Dec-16
987,125,5,31-Dec-16
988,126,5,31-Dec-16
989,127,3,31-Dec-16
990,128,3,31-Dec-16
991,129,4,31-Dec-16
992,130,2,31-Dec-16
993,131,2,31-Dec-16
